1e30         111.4903182983
1e20         111.4903182983
1e18         111.4903182983
1e15         111.4903182983
1e11         111.4903182983
1e8          111.4903182983
10000        111.4903182983
1000         111.4903182983
910.4995727539	111.4903182983
571.2771606445	111.4903182983
350.9171752930	110.5200424194
121.8730545044	109.5941314697
73.3673706055	108.0423202515
50.3504486084	106.7857818604
45.7824363708	105.8912658691
37.6638946533	104.3575057983
31.4468708038	102.6164779663
24.6475334167	100.0230026245
18.2615413666	96.0482559204
14.0772314072	93.3167037964
10.7270431519	90.8955688477
6.9337415695	89.0243911743
4.8681569099	87.4787673950
2.9879872799	85.9881896973
2.0214338303	83.2988128662
1.5955631733	81.1935577393
1.1613965034	77.9952468872
0.8604195118	74.2684402466
0.6335688233	71.3171310425
0.4298106432	66.7062530518
0.3313271105	63.6379508972
0.2610897124	60.9106025696
0.2119547576	58.4689712524
0.1913728714	57.9791755676
0.1815205961	39.9533081055
0.1777259558	36.6779632568
0.1738730371	33.2456398010
0.1680036336	30.3641376495
0.1644916385	28.0476493835
0.1586750299	24.2424125671
0.1471151412	22.0222473145
0.1234941632	19.3370914459
0.1088091508	18.1929931641
0.0882552788	16.9113960266
0.0706498995	15.8237428665
0.0526691340	14.8440341949
0.0421225429	14.0837554932
0.0309629496	12.8360481262
0.0249181259	12.1115598679
0.0194979943	11.4912300110
0.0158286300	11.1318244934
0.0109768985	11.0063390732
0.0065264963	10.9741964340
0.0038565570	10.9741964340
0.0022749070	10.9705915451
0.0015476914	10.9705915451
0.0012365053	10.8786907196
0.0010324824	10.6971921921
0.0007649132	10.5654907227
0.0005900202	10.3286304474
0.0004715002	10.0124940872
0.0003848021	9.6180887222
0.0002976427	9.0320911407
0.0002485315	8.3961086273
0.0002086269	7.6495161057
0.0001728307	6.8155322075
0.0001525442	6.1524143219
0.0001276873	5.5130829811
0.0001059628	4.8071131706
8.4751386642e-5	4.1732659340
7.2089896202e-5	3.8806865215
5.7046427727e-5	3.7252495289
4.3690838814e-5	3.6940431595
2.4577419758e-5	3.6605718136
1.6515679359e-5	3.6605718136
1.0358376503e-5	3.6299071312
1.041e-7	3.6299071312
1.041e-9	3.6299071312
1.041e-11	3.6299071312
